filename,sample_id,design_name,macro_count,clock,utilization,macro_placement,power_mesh,filler_insertion
4980-RISCY-FPU-a-2-c5-u0.8-m3-p6-f1,4980,RISCY-FPU-a,2,5,0.8,3,6,1
5017-RISCY-FPU-a-2-c5-u0.9-m2-p4-f1,5017,RISCY-FPU-a,2,5,0.9,2,4,1
5178-RISCY-FPU-a-2-c20-u0.85-m1-p3-f1,5178,RISCY-FPU-a,2,20,0.85,1,3,1
4739-RISCY-FPU-a-2-c2-u0.75-m2-p7-f1,4739,RISCY-FPU-a,2,2,0.75,2,7,1
4804-RISCY-FPU-a-2-c2-u0.9-m2-p1-f1,4804,RISCY-FPU-a,2,2,0.9,2,1,1
4787-RISCY-FPU-a-2-c2-u0.85-m2-p7-f1,4787,RISCY-FPU-a,2,2,0.85,2,7,1
5126-RISCY-FPU-a-2-c20-u0.7-m3-p5-f1,5126,RISCY-FPU-a,2,20,0.7,3,5,1
4863-RISCY-FPU-a-2-c5-u0.75-m3-p7-f0,4863,RISCY-FPU-a,2,5,0.75,3,7,0
4905-RISCY-FPU-a-2-c5-u0.85-m4-p1-f0,4905,RISCY-FPU-a,2,5,0.85,4,1,0
4952-RISCY-FPU-a-2-c5-u0.75-m3-p1-f1,4952,RISCY-FPU-a,2,5,0.75,3,1,1
4655-RISCY-FPU-a-2-c2-u0.75-m3-p6-f0,4655,RISCY-FPU-a,2,2,0.75,3,6,0
4644-RISCY-FPU-a-2-c2-u0.75-m1-p3-f0,4644,RISCY-FPU-a,2,2,0.75,1,3,0
4731-RISCY-FPU-a-2-c2-u0.75-m1-p7-f1,4731,RISCY-FPU-a,2,2,0.75,1,7,1
4689-RISCY-FPU-a-2-c2-u0.85-m3-p1-f0,4689,RISCY-FPU-a,2,2,0.85,3,1,0
4769-RISCY-FPU-a-2-c2-u0.8-m3-p5-f1,4769,RISCY-FPU-a,2,2,0.8,3,5,1
4802-RISCY-FPU-a-2-c2-u0.9-m1-p7-f1,4802,RISCY-FPU-a,2,2,0.9,1,7,1
4939-RISCY-FPU-a-2-c5-u0.75-m1-p3-f1,4939,RISCY-FPU-a,2,5,0.75,1,3,1
4950-RISCY-FPU-a-2-c5-u0.75-m2-p7-f1,4950,RISCY-FPU-a,2,5,0.75,2,7,1
4879-RISCY-FPU-a-2-c5-u0.8-m3-p1-f0,4879,RISCY-FPU-a,2,5,0.8,3,1,0
4647-RISCY-FPU-a-2-c2-u0.75-m1-p6-f0,4647,RISCY-FPU-a,2,2,0.75,1,6,0
5029-RISCY-FPU-a-2-c20-u0.7-m1-p3-f0,5029,RISCY-FPU-a,2,20,0.7,1,3,0
4860-RISCY-FPU-a-2-c5-u0.75-m3-p4-f0,4860,RISCY-FPU-a,2,5,0.75,3,4,0
4795-RISCY-FPU-a-2-c2-u0.85-m3-p7-f1,4795,RISCY-FPU-a,2,2,0.85,3,7,1
4651-RISCY-FPU-a-2-c2-u0.75-m2-p8-f0,4651,RISCY-FPU-a,2,2,0.75,2,8,0
4629-RISCY-FPU-a-2-c2-u0.7-m3-p4-f0,4629,RISCY-FPU-a,2,2,0.7,3,4,0
4645-RISCY-FPU-a-2-c2-u0.75-m1-p4-f0,4645,RISCY-FPU-a,2,2,0.75,1,4,0
5199-RISCY-FPU-a-2-c20-u0.9-m1-p5-f1,5199,RISCY-FPU-a,2,20,0.9,1,5,1
4760-RISCY-FPU-a-2-c2-u0.8-m2-p4-f1,4760,RISCY-FPU-a,2,2,0.8,2,4,1
4771-RISCY-FPU-a-2-c2-u0.8-m3-p7-f1,4771,RISCY-FPU-a,2,2,0.8,3,7,1
4966-RISCY-FPU-a-2-c5-u0.8-m1-p7-f1,4966,RISCY-FPU-a,2,5,0.8,1,7,1
4745-RISCY-FPU-a-2-c2-u0.75-m3-p5-f1,4745,RISCY-FPU-a,2,2,0.75,3,5,1
5065-RISCY-FPU-a-2-c20-u0.75-m3-p3-f0,5065,RISCY-FPU-a,2,20,0.75,3,3,0
4958-RISCY-FPU-a-2-c5-u0.75-m3-p7-f1,4958,RISCY-FPU-a,2,5,0.75,3,7,1
4740-RISCY-FPU-a-2-c2-u0.75-m2-p8-f1,4740,RISCY-FPU-a,2,2,0.75,2,8,1
5068-RISCY-FPU-a-2-c20-u0.75-m3-p6-f0,5068,RISCY-FPU-a,2,20,0.75,3,6,0
4741-RISCY-FPU-a-2-c2-u0.75-m3-p1-f1,4741,RISCY-FPU-a,2,2,0.75,3,1,1
4736-RISCY-FPU-a-2-c2-u0.75-m2-p4-f1,4736,RISCY-FPU-a,2,2,0.75,2,4,1
5021-RISCY-FPU-a-2-c5-u0.9-m3-p1-f1,5021,RISCY-FPU-a,2,5,0.9,3,1,1
4799-RISCY-FPU-a-2-c2-u0.9-m1-p4-f1,4799,RISCY-FPU-a,2,2,0.9,1,4,1
5087-RISCY-FPU-a-2-c20-u0.8-m3-p3-f0,5087,RISCY-FPU-a,2,20,0.8,3,3,0
4992-RISCY-FPU-a-2-c5-u0.85-m2-p2-f1,4992,RISCY-FPU-a,2,5,0.85,2,2,1
4935-RISCY-FPU-a-2-c5-u0.7-m3-p7-f1,4935,RISCY-FPU-a,2,5,0.7,3,7,1
5004-RISCY-FPU-a-2-c5-u0.85-m3-p6-f1,5004,RISCY-FPU-a,2,5,0.85,3,6,1
4852-RISCY-FPU-a-2-c5-u0.75-m2-p3-f0,4852,RISCY-FPU-a,2,5,0.75,2,3,0
5038-RISCY-FPU-a-2-c20-u0.7-m2-p7-f0,5038,RISCY-FPU-a,2,20,0.7,2,7,0
4928-RISCY-FPU-a-2-c5-u0.7-m2-p8-f1,4928,RISCY-FPU-a,2,5,0.7,2,8,1
4714-RISCY-FPU-a-2-c2-u0.7-m2-p6-f1,4714,RISCY-FPU-a,2,2,0.7,2,6,1
4620-RISCY-FPU-a-2-c2-u0.7-m1-p7-f0,4620,RISCY-FPU-a,2,2,0.7,1,7,0
5118-RISCY-FPU-a-2-c20-u0.7-m2-p5-f1,5118,RISCY-FPU-a,2,20,0.7,2,5,1
4672-RISCY-FPU-a-2-c2-u0.8-m2-p8-f0,4672,RISCY-FPU-a,2,2,0.8,2,8,0
5088-RISCY-FPU-a-2-c20-u0.8-m3-p4-f0,5088,RISCY-FPU-a,2,20,0.8,3,4,0
5063-RISCY-FPU-a-2-c20-u0.75-m3-p1-f0,5063,RISCY-FPU-a,2,20,0.75,3,1,0
5146-RISCY-FPU-a-2-c20-u0.75-m3-p1-f1,5146,RISCY-FPU-a,2,20,0.75,3,1,1
4634-RISCY-FPU-a-2-c2-u0.7-m4-p1-f0,4634,RISCY-FPU-a,2,2,0.7,4,1,0
5005-RISCY-FPU-a-2-c5-u0.85-m3-p7-f1,5005,RISCY-FPU-a,2,5,0.85,3,7,1
4849-RISCY-FPU-a-2-c5-u0.75-m1-p7-f0,4849,RISCY-FPU-a,2,5,0.75,1,7,0
5007-RISCY-FPU-a-2-c5-u0.9-m1-p1-f1,5007,RISCY-FPU-a,2,5,0.9,1,1,1
4963-RISCY-FPU-a-2-c5-u0.8-m1-p4-f1,4963,RISCY-FPU-a,2,5,0.8,1,4,1
4932-RISCY-FPU-a-2-c5-u0.7-m3-p4-f1,4932,RISCY-FPU-a,2,5,0.7,3,4,1
4654-RISCY-FPU-a-2-c2-u0.75-m3-p5-f0,4654,RISCY-FPU-a,2,2,0.75,3,5,0
4831-RISCY-FPU-a-2-c5-u0.7-m2-p5-f0,4831,RISCY-FPU-a,2,5,0.7,2,5,0
4648-RISCY-FPU-a-2-c2-u0.75-m1-p7-f0,4648,RISCY-FPU-a,2,2,0.75,1,7,0
4658-RISCY-FPU-a-2-c2-u0.75-m4-p1-f0,4658,RISCY-FPU-a,2,2,0.75,4,1,0
4770-RISCY-FPU-a-2-c2-u0.8-m3-p6-f1,4770,RISCY-FPU-a,2,2,0.8,3,6,1
5006-RISCY-FPU-a-2-c5-u0.85-m3-p8-f1,5006,RISCY-FPU-a,2,5,0.85,3,8,1
4833-RISCY-FPU-a-2-c5-u0.7-m2-p7-f0,4833,RISCY-FPU-a,2,5,0.7,2,7,0
4638-RISCY-FPU-a-2-c2-u0.7-m4-p5-f0,4638,RISCY-FPU-a,2,2,0.7,4,5,0
4750-RISCY-FPU-a-2-c2-u0.8-m1-p2-f1,4750,RISCY-FPU-a,2,2,0.8,1,2,1
4981-RISCY-FPU-a-2-c5-u0.8-m3-p7-f1,4981,RISCY-FPU-a,2,5,0.8,3,7,1
4814-RISCY-FPU-a-2-c2-u0.9-m3-p3-f1,4814,RISCY-FPU-a,2,2,0.9,3,3,1
5015-RISCY-FPU-a-2-c5-u0.9-m2-p2-f1,5015,RISCY-FPU-a,2,5,0.9,2,2,1
4794-RISCY-FPU-a-2-c2-u0.85-m3-p6-f1,4794,RISCY-FPU-a,2,2,0.85,3,6,1
4827-RISCY-FPU-a-2-c5-u0.7-m2-p1-f0,4827,RISCY-FPU-a,2,5,0.7,2,1,0
4625-RISCY-FPU-a-2-c2-u0.7-m2-p8-f0,4625,RISCY-FPU-a,2,2,0.7,2,8,0
5113-RISCY-FPU-a-2-c20-u0.7-m1-p8-f1,5113,RISCY-FPU-a,2,20,0.7,1,8,1
4752-RISCY-FPU-a-2-c2-u0.8-m1-p4-f1,4752,RISCY-FPU-a,2,2,0.8,1,4,1
5202-RISCY-FPU-a-2-c20-u0.9-m2-p2-f1,5202,RISCY-FPU-a,2,20,0.9,2,2,1
4940-RISCY-FPU-a-2-c5-u0.75-m1-p4-f1,4940,RISCY-FPU-a,2,5,0.75,1,4,1
5014-RISCY-FPU-a-2-c5-u0.9-m2-p1-f1,5014,RISCY-FPU-a,2,5,0.9,2,1,1
4891-RISCY-FPU-a-2-c5-u0.8-m4-p6-f0,4891,RISCY-FPU-a,2,5,0.8,4,6,0
5008-RISCY-FPU-a-2-c5-u0.9-m1-p3-f1,5008,RISCY-FPU-a,2,5,0.9,1,3,1
5061-RISCY-FPU-a-2-c20-u0.75-m2-p6-f0,5061,RISCY-FPU-a,2,20,0.75,2,6,0
4705-RISCY-FPU-a-2-c2-u0.7-m1-p5-f1,4705,RISCY-FPU-a,2,2,0.7,1,5,1
4866-RISCY-FPU-a-2-c5-u0.75-m4-p2-f0,4866,RISCY-FPU-a,2,5,0.75,4,2,0
4904-RISCY-FPU-a-2-c5-u0.85-m3-p8-f0,4904,RISCY-FPU-a,2,5,0.85,3,8,0
5043-RISCY-FPU-a-2-c20-u0.7-m3-p4-f0,5043,RISCY-FPU-a,2,20,0.7,3,4,0
4875-RISCY-FPU-a-2-c5-u0.8-m2-p3-f0,4875,RISCY-FPU-a,2,5,0.8,2,3,0
4766-RISCY-FPU-a-2-c2-u0.8-m3-p2-f1,4766,RISCY-FPU-a,2,2,0.8,3,2,1
4989-RISCY-FPU-a-2-c5-u0.85-m1-p7-f1,4989,RISCY-FPU-a,2,5,0.85,1,7,1
4670-RISCY-FPU-a-2-c2-u0.8-m1-p7-f0,4670,RISCY-FPU-a,2,2,0.8,1,7,0
5141-RISCY-FPU-a-2-c20-u0.75-m2-p4-f1,5141,RISCY-FPU-a,2,20,0.75,2,4,1
4681-RISCY-FPU-a-2-c2-u0.8-m4-p1-f0,4681,RISCY-FPU-a,2,2,0.8,4,1,0
4991-RISCY-FPU-a-2-c5-u0.85-m2-p1-f1,4991,RISCY-FPU-a,2,5,0.85,2,1,1
5016-RISCY-FPU-a-2-c5-u0.9-m2-p3-f1,5016,RISCY-FPU-a,2,5,0.9,2,3,1
4715-RISCY-FPU-a-2-c2-u0.7-m2-p7-f1,4715,RISCY-FPU-a,2,2,0.7,2,7,1
4850-RISCY-FPU-a-2-c5-u0.75-m1-p8-f0,4850,RISCY-FPU-a,2,5,0.75,1,8,0
4778-RISCY-FPU-a-2-c2-u0.85-m1-p6-f1,4778,RISCY-FPU-a,2,2,0.85,1,6,1
4969-RISCY-FPU-a-2-c5-u0.8-m2-p2-f1,4969,RISCY-FPU-a,2,5,0.8,2,2,1
4676-RISCY-FPU-a-2-c2-u0.8-m3-p4-f0,4676,RISCY-FPU-a,2,2,0.8,3,4,0
4755-RISCY-FPU-a-2-c2-u0.8-m1-p7-f1,4755,RISCY-FPU-a,2,2,0.8,1,7,1
5171-RISCY-FPU-a-2-c20-u0.8-m3-p3-f1,5171,RISCY-FPU-a,2,20,0.8,3,3,1
4830-RISCY-FPU-a-2-c5-u0.7-m2-p4-f0,4830,RISCY-FPU-a,2,5,0.7,2,4,0
4707-RISCY-FPU-a-2-c2-u0.7-m1-p7-f1,4707,RISCY-FPU-a,2,2,0.7,1,7,1
5100-RISCY-FPU-a-2-c20-u0.85-m3-p3-f0,5100,RISCY-FPU-a,2,20,0.85,3,3,0
4719-RISCY-FPU-a-2-c2-u0.7-m3-p3-f1,4719,RISCY-FPU-a,2,2,0.7,3,3,1
4920-RISCY-FPU-a-2-c5-u0.7-m1-p8-f1,4920,RISCY-FPU-a,2,5,0.7,1,8,1
5071-RISCY-FPU-a-2-c20-u0.8-m1-p1-f0,5071,RISCY-FPU-a,2,20,0.8,1,1,0
5161-RISCY-FPU-a-2-c20-u0.8-m2-p1-f1,5161,RISCY-FPU-a,2,20,0.8,2,1,1
4934-RISCY-FPU-a-2-c5-u0.7-m3-p6-f1,4934,RISCY-FPU-a,2,5,0.7,3,6,1
4811-RISCY-FPU-a-2-c2-u0.9-m2-p8-f1,4811,RISCY-FPU-a,2,2,0.9,2,8,1
5084-RISCY-FPU-a-2-c20-u0.8-m2-p8-f0,5084,RISCY-FPU-a,2,20,0.8,2,8,0
5073-RISCY-FPU-a-2-c20-u0.8-m1-p3-f0,5073,RISCY-FPU-a,2,20,0.8,1,3,0
4961-RISCY-FPU-a-2-c5-u0.8-m1-p2-f1,4961,RISCY-FPU-a,2,5,0.8,1,2,1
4747-RISCY-FPU-a-2-c2-u0.75-m3-p7-f1,4747,RISCY-FPU-a,2,2,0.75,3,7,1
4889-RISCY-FPU-a-2-c5-u0.8-m4-p4-f0,4889,RISCY-FPU-a,2,5,0.8,4,4,0
4792-RISCY-FPU-a-2-c2-u0.85-m3-p4-f1,4792,RISCY-FPU-a,2,2,0.85,3,4,1
4646-RISCY-FPU-a-2-c2-u0.75-m1-p5-f0,4646,RISCY-FPU-a,2,2,0.75,1,5,0
4836-RISCY-FPU-a-2-c5-u0.7-m3-p2-f0,4836,RISCY-FPU-a,2,5,0.7,3,2,0
4779-RISCY-FPU-a-2-c2-u0.85-m1-p7-f1,4779,RISCY-FPU-a,2,2,0.85,1,7,1
5052-RISCY-FPU-a-2-c20-u0.75-m1-p5-f0,5052,RISCY-FPU-a,2,20,0.75,1,5,0
4623-RISCY-FPU-a-2-c2-u0.7-m2-p3-f0,4623,RISCY-FPU-a,2,2,0.7,2,3,0
4667-RISCY-FPU-a-2-c2-u0.8-m1-p4-f0,4667,RISCY-FPU-a,2,2,0.8,1,4,0
5009-RISCY-FPU-a-2-c5-u0.9-m1-p4-f1,5009,RISCY-FPU-a,2,5,0.9,1,4,1
4709-RISCY-FPU-a-2-c2-u0.7-m2-p1-f1,4709,RISCY-FPU-a,2,2,0.7,2,1,1
4922-RISCY-FPU-a-2-c5-u0.7-m2-p2-f1,4922,RISCY-FPU-a,2,5,0.7,2,2,1
4619-RISCY-FPU-a-2-c2-u0.7-m1-p6-f0,4619,RISCY-FPU-a,2,2,0.7,1,6,0
4982-RISCY-FPU-a-2-c5-u0.8-m3-p8-f1,4982,RISCY-FPU-a,2,5,0.8,3,8,1
4768-RISCY-FPU-a-2-c2-u0.8-m3-p4-f1,4768,RISCY-FPU-a,2,2,0.8,3,4,1
4657-RISCY-FPU-a-2-c2-u0.75-m3-p8-f0,4657,RISCY-FPU-a,2,2,0.75,3,8,0
5099-RISCY-FPU-a-2-c20-u0.85-m3-p2-f0,5099,RISCY-FPU-a,2,20,0.85,3,2,0
4941-RISCY-FPU-a-2-c5-u0.75-m1-p5-f1,4941,RISCY-FPU-a,2,5,0.75,1,5,1
4729-RISCY-FPU-a-2-c2-u0.75-m1-p5-f1,4729,RISCY-FPU-a,2,2,0.75,1,5,1
4652-RISCY-FPU-a-2-c2-u0.75-m3-p2-f0,4652,RISCY-FPU-a,2,2,0.75,3,2,0
4882-RISCY-FPU-a-2-c5-u0.8-m3-p4-f0,4882,RISCY-FPU-a,2,5,0.8,3,4,0
5130-RISCY-FPU-a-2-c20-u0.75-m1-p1-f1,5130,RISCY-FPU-a,2,20,0.75,1,1,1
5103-RISCY-FPU-a-2-c20-u0.85-m3-p6-f0,5103,RISCY-FPU-a,2,20,0.85,3,6,0
4733-RISCY-FPU-a-2-c2-u0.75-m2-p1-f1,4733,RISCY-FPU-a,2,2,0.75,2,1,1
5174-RISCY-FPU-a-2-c20-u0.8-m3-p6-f1,5174,RISCY-FPU-a,2,20,0.8,3,6,1
5047-RISCY-FPU-a-2-c20-u0.7-m3-p8-f0,5047,RISCY-FPU-a,2,20,0.7,3,8,0
5151-RISCY-FPU-a-2-c20-u0.75-m3-p6-f1,5151,RISCY-FPU-a,2,20,0.75,3,6,1
4759-RISCY-FPU-a-2-c2-u0.8-m2-p3-f1,4759,RISCY-FPU-a,2,2,0.8,2,3,1
5117-RISCY-FPU-a-2-c20-u0.7-m2-p4-f1,5117,RISCY-FPU-a,2,20,0.7,2,4,1
4617-RISCY-FPU-a-2-c2-u0.7-m1-p2-f0,4617,RISCY-FPU-a,2,2,0.7,1,2,0
4746-RISCY-FPU-a-2-c2-u0.75-m3-p6-f1,4746,RISCY-FPU-a,2,2,0.75,3,6,1
5062-RISCY-FPU-a-2-c20-u0.75-m2-p7-f0,5062,RISCY-FPU-a,2,20,0.75,2,7,0
4635-RISCY-FPU-a-2-c2-u0.7-m4-p2-f0,4635,RISCY-FPU-a,2,2,0.7,4,2,0
4753-RISCY-FPU-a-2-c2-u0.8-m1-p5-f1,4753,RISCY-FPU-a,2,2,0.8,1,5,1
4884-RISCY-FPU-a-2-c5-u0.8-m3-p7-f0,4884,RISCY-FPU-a,2,5,0.8,3,7,0
5119-RISCY-FPU-a-2-c20-u0.7-m2-p6-f1,5119,RISCY-FPU-a,2,20,0.7,2,6,1
4723-RISCY-FPU-a-2-c2-u0.7-m3-p7-f1,4723,RISCY-FPU-a,2,2,0.7,3,7,1
4970-RISCY-FPU-a-2-c5-u0.8-m2-p3-f1,4970,RISCY-FPU-a,2,5,0.8,2,3,1
4858-RISCY-FPU-a-2-c5-u0.75-m3-p2-f0,4858,RISCY-FPU-a,2,5,0.75,3,2,0
5121-RISCY-FPU-a-2-c20-u0.7-m2-p8-f1,5121,RISCY-FPU-a,2,20,0.7,2,8,1
4703-RISCY-FPU-a-2-c2-u0.7-m1-p3-f1,4703,RISCY-FPU-a,2,2,0.7,1,3,1
4893-RISCY-FPU-a-2-c5-u0.8-m4-p8-f0,4893,RISCY-FPU-a,2,5,0.8,4,8,0
4694-RISCY-FPU-a-2-c2-u0.85-m4-p2-f0,4694,RISCY-FPU-a,2,2,0.85,4,2,0
4887-RISCY-FPU-a-2-c5-u0.8-m4-p2-f0,4887,RISCY-FPU-a,2,5,0.8,4,2,0
5194-RISCY-FPU-a-2-c20-u0.85-m3-p6-f1,5194,RISCY-FPU-a,2,20,0.85,3,6,1
4751-RISCY-FPU-a-2-c2-u0.8-m1-p3-f1,4751,RISCY-FPU-a,2,2,0.8,1,3,1
4949-RISCY-FPU-a-2-c5-u0.75-m2-p6-f1,4949,RISCY-FPU-a,2,5,0.75,2,6,1
4622-RISCY-FPU-a-2-c2-u0.7-m2-p2-f0,4622,RISCY-FPU-a,2,2,0.7,2,2,0
4867-RISCY-FPU-a-2-c5-u0.75-m4-p3-f0,4867,RISCY-FPU-a,2,5,0.75,4,3,0
5060-RISCY-FPU-a-2-c20-u0.75-m2-p5-f0,5060,RISCY-FPU-a,2,20,0.75,2,5,0
4774-RISCY-FPU-a-2-c2-u0.85-m1-p2-f1,4774,RISCY-FPU-a,2,2,0.85,1,2,1
4902-RISCY-FPU-a-2-c5-u0.85-m3-p6-f0,4902,RISCY-FPU-a,2,5,0.85,3,6,0
4754-RISCY-FPU-a-2-c2-u0.8-m1-p6-f1,4754,RISCY-FPU-a,2,2,0.8,1,6,1
4805-RISCY-FPU-a-2-c2-u0.9-m2-p2-f1,4805,RISCY-FPU-a,2,2,0.9,2,2,1
4820-RISCY-FPU-a-2-c5-u0.7-m1-p2-f0,4820,RISCY-FPU-a,2,5,0.7,1,2,0
4912-RISCY-FPU-a-2-c5-u0.85-m4-p8-f0,4912,RISCY-FPU-a,2,5,0.85,4,8,0
4682-RISCY-FPU-a-2-c2-u0.8-m4-p2-f0,4682,RISCY-FPU-a,2,2,0.8,4,2,0
5067-RISCY-FPU-a-2-c20-u0.75-m3-p5-f0,5067,RISCY-FPU-a,2,20,0.75,3,5,0
4986-RISCY-FPU-a-2-c5-u0.85-m1-p4-f1,4986,RISCY-FPU-a,2,5,0.85,1,4,1
5169-RISCY-FPU-a-2-c20-u0.8-m3-p1-f1,5169,RISCY-FPU-a,2,20,0.8,3,1,1
4825-RISCY-FPU-a-2-c5-u0.7-m1-p7-f0,4825,RISCY-FPU-a,2,5,0.7,1,7,0
4996-RISCY-FPU-a-2-c5-u0.85-m2-p6-f1,4996,RISCY-FPU-a,2,5,0.85,2,6,1
4888-RISCY-FPU-a-2-c5-u0.8-m4-p3-f0,4888,RISCY-FPU-a,2,5,0.8,4,3,0
5138-RISCY-FPU-a-2-c20-u0.75-m2-p1-f1,5138,RISCY-FPU-a,2,20,0.75,2,1,1
5104-RISCY-FPU-a-2-c20-u0.85-m3-p7-f0,5104,RISCY-FPU-a,2,20,0.85,3,7,0
4720-RISCY-FPU-a-2-c2-u0.7-m3-p4-f1,4720,RISCY-FPU-a,2,2,0.7,3,4,1
5101-RISCY-FPU-a-2-c20-u0.85-m3-p4-f0,5101,RISCY-FPU-a,2,20,0.85,3,4,0
5098-RISCY-FPU-a-2-c20-u0.85-m3-p1-f0,5098,RISCY-FPU-a,2,20,0.85,3,1,0
4826-RISCY-FPU-a-2-c5-u0.7-m1-p8-f0,4826,RISCY-FPU-a,2,5,0.7,1,8,0
5114-RISCY-FPU-a-2-c20-u0.7-m2-p1-f1,5114,RISCY-FPU-a,2,20,0.7,2,1,1
5003-RISCY-FPU-a-2-c5-u0.85-m3-p5-f1,5003,RISCY-FPU-a,2,5,0.85,3,5,1
4838-RISCY-FPU-a-2-c5-u0.7-m3-p4-f0,4838,RISCY-FPU-a,2,5,0.7,3,4,0
5116-RISCY-FPU-a-2-c20-u0.7-m2-p3-f1,5116,RISCY-FPU-a,2,20,0.7,2,3,1
5074-RISCY-FPU-a-2-c20-u0.8-m1-p4-f0,5074,RISCY-FPU-a,2,20,0.8,1,4,0
5032-RISCY-FPU-a-2-c20-u0.7-m1-p7-f0,5032,RISCY-FPU-a,2,20,0.7,1,7,0
4898-RISCY-FPU-a-2-c5-u0.85-m3-p2-f0,4898,RISCY-FPU-a,2,5,0.85,3,2,0
4666-RISCY-FPU-a-2-c2-u0.8-m1-p2-f0,4666,RISCY-FPU-a,2,2,0.8,1,2,0
5057-RISCY-FPU-a-2-c20-u0.75-m2-p2-f0,5057,RISCY-FPU-a,2,20,0.75,2,2,0
4808-RISCY-FPU-a-2-c2-u0.9-m2-p5-f1,4808,RISCY-FPU-a,2,2,0.9,2,5,1
4921-RISCY-FPU-a-2-c5-u0.7-m2-p1-f1,4921,RISCY-FPU-a,2,5,0.7,2,1,1
4901-RISCY-FPU-a-2-c5-u0.85-m3-p5-f0,4901,RISCY-FPU-a,2,5,0.85,3,5,0
5190-RISCY-FPU-a-2-c20-u0.85-m3-p2-f1,5190,RISCY-FPU-a,2,20,0.85,3,2,1
5056-RISCY-FPU-a-2-c20-u0.75-m2-p1-f0,5056,RISCY-FPU-a,2,20,0.75,2,1,0
5124-RISCY-FPU-a-2-c20-u0.7-m3-p3-f1,5124,RISCY-FPU-a,2,20,0.7,3,3,1
5076-RISCY-FPU-a-2-c20-u0.8-m1-p6-f0,5076,RISCY-FPU-a,2,20,0.8,1,6,0
4917-RISCY-FPU-a-2-c5-u0.7-m1-p5-f1,4917,RISCY-FPU-a,2,5,0.7,1,5,1
4734-RISCY-FPU-a-2-c2-u0.75-m2-p2-f1,4734,RISCY-FPU-a,2,2,0.75,2,2,1
5112-RISCY-FPU-a-2-c20-u0.7-m1-p7-f1,5112,RISCY-FPU-a,2,20,0.7,1,7,1
4781-RISCY-FPU-a-2-c2-u0.85-m2-p1-f1,4781,RISCY-FPU-a,2,2,0.85,2,1,1
5152-RISCY-FPU-a-2-c20-u0.75-m3-p7-f1,5152,RISCY-FPU-a,2,20,0.75,3,7,1
4943-RISCY-FPU-a-2-c5-u0.75-m1-p8-f1,4943,RISCY-FPU-a,2,5,0.75,1,8,1
5177-RISCY-FPU-a-2-c20-u0.85-m1-p2-f1,5177,RISCY-FPU-a,2,20,0.85,1,2,1
4947-RISCY-FPU-a-2-c5-u0.75-m2-p4-f1,4947,RISCY-FPU-a,2,5,0.75,2,4,1
4775-RISCY-FPU-a-2-c2-u0.85-m1-p3-f1,4775,RISCY-FPU-a,2,2,0.85,1,3,1
5108-RISCY-FPU-a-2-c20-u0.7-m1-p3-f1,5108,RISCY-FPU-a,2,20,0.7,1,3,1
4924-RISCY-FPU-a-2-c5-u0.7-m2-p4-f1,4924,RISCY-FPU-a,2,5,0.7,2,4,1
4633-RISCY-FPU-a-2-c2-u0.7-m3-p8-f0,4633,RISCY-FPU-a,2,2,0.7,3,8,0
5188-RISCY-FPU-a-2-c20-u0.85-m2-p7-f1,5188,RISCY-FPU-a,2,20,0.85,2,7,1
4626-RISCY-FPU-a-2-c2-u0.7-m3-p1-f0,4626,RISCY-FPU-a,2,2,0.7,3,1,0
4844-RISCY-FPU-a-2-c5-u0.7-m4-p3-f0,4844,RISCY-FPU-a,2,5,0.7,4,3,0
5153-RISCY-FPU-a-2-c20-u0.8-m1-p1-f1,5153,RISCY-FPU-a,2,20,0.8,1,1,1
5131-RISCY-FPU-a-2-c20-u0.75-m1-p2-f1,5131,RISCY-FPU-a,2,20,0.75,1,2,1
4749-RISCY-FPU-a-2-c2-u0.8-m1-p1-f1,4749,RISCY-FPU-a,2,2,0.8,1,1,1
4878-RISCY-FPU-a-2-c5-u0.8-m2-p8-f0,4878,RISCY-FPU-a,2,5,0.8,2,8,0
5134-RISCY-FPU-a-2-c20-u0.75-m1-p5-f1,5134,RISCY-FPU-a,2,20,0.75,1,5,1
4956-RISCY-FPU-a-2-c5-u0.75-m3-p5-f1,4956,RISCY-FPU-a,2,5,0.75,3,5,1
4748-RISCY-FPU-a-2-c2-u0.75-m3-p8-f1,4748,RISCY-FPU-a,2,2,0.75,3,8,1
4660-RISCY-FPU-a-2-c2-u0.75-m4-p3-f0,4660,RISCY-FPU-a,2,2,0.75,4,3,0
4868-RISCY-FPU-a-2-c5-u0.75-m4-p4-f0,4868,RISCY-FPU-a,2,5,0.75,4,4,0
4829-RISCY-FPU-a-2-c5-u0.7-m2-p3-f0,4829,RISCY-FPU-a,2,5,0.7,2,3,0
5106-RISCY-FPU-a-2-c20-u0.7-m1-p1-f1,5106,RISCY-FPU-a,2,20,0.7,1,1,1
5209-RISCY-FPU-a-2-c20-u0.9-m3-p2-f1,5209,RISCY-FPU-a,2,20,0.9,3,2,1
5075-RISCY-FPU-a-2-c20-u0.8-m1-p5-f0,5075,RISCY-FPU-a,2,20,0.8,1,5,0
5050-RISCY-FPU-a-2-c20-u0.75-m1-p3-f0,5050,RISCY-FPU-a,2,20,0.75,1,3,0
4818-RISCY-FPU-a-2-c2-u0.9-m3-p7-f1,4818,RISCY-FPU-a,2,2,0.9,3,7,1
